SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSize,GarageCars,Neighborhood,OverallQuality,HasPool,DistanceToCityCenter_km,Stories,SalePrice
1650.0,5,3.0,1959,5050.0,0.0,Downtown,5,0,2.28,2,476900.0
2253.0,5,1.0,1990,9996.0,2.0,Uptown,10,0,9.25,1,587000.0
3002.0,2,2.0,1976,7880.0,2.0,Rural,2,1,9.75,3,375000.0
2532.0,3,2.0,2009,9513.0,2.0,Uptown,1,0,3.54,1,490100.0
1625.0,3,2.0,2022,6867.0,1.0,Suburb,10,0,17.04,1,367300.0
1081.0,3,4.0,2001,7015.0,1.0,Suburb,1,0,8.26,1,278300.0
3473.0,2,2.5,1977,5707.0,2.0,Suburb,5,1,9.99,2,582500.0
1838.0,5,3.0,2014,4891.0,1.0,Uptown,7,0,2.6,1,511300.0
1809.0,4,4.0,1966,8438.0,2.0,Suburb,9,0,0.5,1,465700.0
1784.0,4,2.0,1993,6661.0,2.0,Uptown,9,0,16.04,3,504000.0
1929.0,5,3.0,1959,5671.0,0.0,Suburb,8,0,13.83,2,433700.0
1706.0,4,2.0,2012,3443.0,2.0,Lakeside,1,1,1.05,1,471600.0
1427.0,3,3.5,1996,9888.0,2.0,Downtown,5,1,3.75,2,544800.0
1445.0,4,1.5,1987,6282.0,2.0,Suburb,6,0,8.66,3,332400.0
1779.0,2,3.5,2019,2933.0,1.0,Uptown,6,0,8.45,1,459600.0
1447.0,4,2.0,2002,6204.0,2.0,Rural,4,0,15.75,2,266100.0
1337.0,2,2.0,1993,5498.0,1.0,Suburb,1,0,1.21,2,235900.0
1869.0,4,3.0,2023,5395.0,2.0,Hillview,3,1,4.5,2,453700.0
1634.0,2,2.0,2003,7441.0,1.0,Suburb,10,1,0.82,2,435100.0
2778.0,2,2.5,1969,5501.0,3.0,Suburb,4,0,3.95,2,467500.0
400.0,2,2.0,1980,,2.0,Suburb,4,0,0.5,1,201600.0
2509.0,1,3.0,1956,9406.0,3.0,Suburb,4,0,18.28,2,444500.0
2610.0,4,2.0,2007,1651.0,2.0,Suburb,5,0,5.99,1,474500.0
452.0,4,1.0,1959,5872.0,1.0,Suburb,9,0,15.17,2,221900.0
1577.0,3,2.0,1959,8322.0,3.0,Lakeside,4,0,0.5,1,516500.0
1559.0,2,2.0,1988,7567.0,0.0,Suburb,9,0,2.06,2,379200.0
885.0,2,1.5,1977,8550.0,1.0,Uptown,9,0,2.4,1,354500.0
1294.0,1,2.0,1979,11054.0,1.0,Suburb,1,0,3.91,2,251400.0
1078.0,2,2.0,1986,10247.0,3.0,Suburb,5,0,12.99,2,300000.0
2939.0,5,1.0,2016,3111.0,2.0,Downtown,9,0,3.91,2,762500.0
2408.0,2,2.5,1992,1973.0,2.0,Lakeside,4,0,1.83,2,644700.0
2627.0,3,3.5,2001,6817.0,2.0,Uptown,5,1,0.54,2,605000.0
2269.0,2,1.5,2005,2615.0,2.0,Lakeside,4,0,0.66,1,610700.0
1066.0,2,2.5,2017,1184.0,2.0,Suburb,2,1,11.42,1,245400.0
1459.0,3,2.5,1958,6791.0,1.0,Lakeside,10,1,4.71,2,594300.0
2118.0,4,2.0,1972,7418.0,2.0,Uptown,2,0,10.36,3,449600.0
1006.0,2,3.0,2012,10278.0,1.0,Downtown,2,0,9.17,1,337500.0
2263.0,2,2.0,2010,7921.0,1.0,Suburb,1,1,1.16,1,406700.0
1644.0,3,2.5,1989,10799.0,2.0,Suburb,3,0,1.23,1,378600.0
1556.0,2,1.0,1993,6889.0,2.0,Uptown,10,1,11.26,2,466400.0
2262.0,2,2.5,1973,,2.0,Downtown,1,0,10.22,1,524500.0
2089.0,6,2.5,2000,8055.0,1.0,Uptown,4,0,3.8,2,519300.0
1565.0,4,1.0,2007,9336.0,1.0,Rural,1,0,0.64,1,231600.0
2554.0,3,2.0,1982,,2.0,Rural,4,0,0.5,1,330100.0
1097.0,3,4.0,1965,9626.0,2.0,Suburb,3,1,2.72,1,300300.0
2200.0,3,2.0,1971,5692.0,1.0,Rural,9,0,0.5,2,310800.0
2186.0,3,2.5,2006,7365.0,2.0,Downtown,1,0,2.09,2,539000.0
1599.0,4,3.5,2011,,1.0,Downtown,8,0,4.35,1,523400.0
2012.0,4,3.0,2020,11948.0,1.0,Uptown,9,0,1.04,3,603400.0
987.0,2,2.5,2021,8103.0,1.0,Suburb,7,0,0.88,1,336800.0
2401.0,3,3.0,2019,3208.0,3.0,Suburb,1,0,18.14,2,425500.0
1680.0,3,3.5,1979,10631.0,2.0,Suburb,4,0,7.04,2,364400.0
1460.0,5,2.0,1972,4167.0,1.0,Suburb,10,0,21.8,1,363900.0
2482.0,4,2.0,1981,6034.0,2.0,Downtown,1,0,3.4,2,576200.0
1342.0,3,2.0,2006,7171.0,2.0,Suburb,4,0,9.04,2,337000.0
885.0,2,4.0,1958,7375.0,2.0,Rural,3,1,1.83,1,183300.0
788.0,4,2.5,1980,7209.0,2.0,Suburb,2,0,7.71,2,221200.0
2194.0,2,1.0,2020,3167.0,1.0,Hillview,1,0,1.11,1,417300.0
968.0,3,3.5,1958,7218.0,2.0,Suburb,6,0,0.5,2,295800.0
2941.0,2,2.0,1962,8752.0,2.0,Suburb,7,0,21.45,1,510100.0
447.0,4,1.0,2007,8680.0,1.0,Rural,6,0,6.48,2,154300.0
2903.0,2,2.5,1952,2745.0,2.0,Downtown,9,0,20.93,1,670000.0
1937.0,3,2.0,1984,4361.0,3.0,Lakeside,9,0,3.25,1,627000.0
1737.0,5,3.5,1970,3389.0,,Rural,2,0,3.18,1,239200.0
1446.0,2,2.0,2013,6850.0,2.0,Downtown,2,0,4.1,1,418000.0
2059.0,3,3.0,2001,2121.0,1.0,Lakeside,9,0,9.79,2,596200.0
1776.0,3,2.5,1983,3193.0,2.0,Downtown,1,0,6.67,1,465500.0
2517.0,1,1.0,1984,4337.0,1.0,Hillview,5,1,20.76,2,432900.0
1874.0,4,4.0,1964,1508.0,0.0,Lakeside,1,0,0.5,1,492200.0
1898.0,2,2.5,1955,5931.0,2.0,Rural,7,0,9.85,2,285100.0
1564.0,3,2.0,1981,734.0,3.0,Downtown,9,0,3.21,2,485600.0
1763.0,3,2.0,2001,7213.0,2.0,Suburb,6,0,1.59,3,431100.0
2000.0,4,3.5,1977,5007.0,1.0,Suburb,2,0,5.71,3,373200.0
688.0,4,2.0,2013,4440.0,2.0,Suburb,6,0,5.63,2,260800.0
924.0,3,1.5,1968,4848.0,3.0,Suburb,9,0,1.18,2,285600.0
2283.0,1,1.5,1964,5849.0,2.0,Hillview,3,0,1.8,1,405800.0
1911.0,4,2.0,1955,7482.0,2.0,Suburb,9,1,4.2,2,434300.0
1680.0,3,3.0,2022,9293.0,3.0,Uptown,8,0,4.2,3,538800.0
1812.0,4,2.0,1987,8535.0,2.0,Uptown,7,0,3.06,1,492300.0
2026.0,4,2.0,1975,11579.0,1.0,Lakeside,8,0,1.29,2,631300.0
1449.0,4,1.5,2000,7688.0,1.0,Downtown,10,0,0.5,1,520100.0
1294.0,3,2.0,2022,6351.0,3.0,Suburb,6,0,28.12,2,296000.0
1927.0,3,3.5,2002,4857.0,2.0,Lakeside,3,0,22.99,2,561000.0
1164.0,4,2.0,2005,4941.0,1.0,Lakeside,7,0,5.29,2,458700.0
2065.0,3,4.0,2008,7348.0,2.0,Hillview,4,0,42.47,2,421800.0
693.0,2,2.0,2019,3501.0,2.0,Uptown,10,0,8.96,3,308700.0
2469.0,5,1.5,2007,6572.0,3.0,Suburb,5,1,0.57,2,494700.0
2107.0,5,3.5,1962,5953.0,1.0,Rural,8,0,1.0,2,373400.0
1966.0,3,2.0,1992,4180.0,2.0,Downtown,7,0,19.83,1,534400.0
2439.0,2,3.0,2000,3372.0,3.0,Uptown,7,0,7.96,2,590300.0
2883.0,3,4.0,1968,12312.0,1.0,Rural,8,0,14.82,2,411700.0
2459.0,4,1.0,1970,2509.0,1.0,Uptown,10,1,18.28,1,509200.0
603.0,5,1.0,1973,5831.0,3.0,Hillview,3,0,4.75,1,235200.0
968.0,2,3.0,1975,9056.0,2.0,Uptown,3,0,0.5,2,326700.0
1394.0,2,2.0,1994,7323.0,2.0,Suburb,2,0,1.67,2,318400.0
1817.0,5,1.5,1977,4816.0,2.0,Downtown,1,0,0.55,2,468200.0
2136.0,3,1.0,1978,3020.0,0.0,Lakeside,10,1,1.67,1,617400.0
1328.0,3,1.0,1966,6324.0,3.0,Downtown,6,0,4.23,1,415700.0
1921.0,6,3.0,2017,500.0,1.0,Downtown,6,1,1.01,2,595000.0
1309.0,2,1.5,1993,6425.0,1.0,Suburb,10,0,1.46,1,353500.0
1403.0,4,2.0,2010,6087.0,1.0,Rural,8,0,4.72,1,270500.0
886.0,2,2.5,2017,8675.0,1.0,Downtown,6,0,3.33,1,368100.0
1200.0,3,2.0,2023,3142.0,2.0,Hillview,6,0,5.04,1,358800.0
921.0,4,1.0,1974,5191.0,2.0,Hillview,1,0,4.49,1,225100.0
1166.0,3,3.0,2016,7092.0,3.0,Hillview,7,0,8.27,1,374100.0
2485.0,6,1.0,1951,6514.0,2.0,Downtown,7,0,22.14,1,593300.0
1183.0,3,3.0,1998,2643.0,2.0,Hillview,10,0,0.91,2,397800.0
3511.0,3,3.5,2019,4381.0,2.0,Hillview,9,0,0.84,1,685900.0
2121.0,2,2.0,1975,9500.0,2.0,Hillview,7,1,15.33,2,473700.0
1920.0,3,2.5,2021,6648.0,2.0,Uptown,8,0,5.65,3,552300.0
1242.0,3,2.0,1976,1840.0,1.0,Uptown,4,0,11.63,2,320400.0
2255.0,2,2.0,1967,,1.0,Downtown,9,0,1.94,1,590600.0
1426.0,3,3.5,2003,2002.0,1.0,Lakeside,1,1,14.12,3,441000.0
1879.0,3,3.5,1950,5232.0,,Downtown,8,0,20.6,1,525700.0
3464.0,4,2.0,2010,7408.0,3.0,Suburb,3,0,8.07,1,589300.0
1738.0,4,2.5,1952,9034.0,1.0,Hillview,1,0,0.9,3,399500.0
2547.0,4,3.5,2017,500.0,0.0,Suburb,2,0,18.05,2,402700.0
1343.0,1,4.0,1990,7779.0,1.0,Downtown,6,0,12.58,2,446700.0
1777.0,2,2.5,1986,8154.0,2.0,Hillview,5,1,11.12,2,425000.0
2951.0,4,2.0,2000,4607.0,1.0,Hillview,3,0,0.5,2,552500.0
1392.0,3,2.0,1964,6227.0,1.0,Downtown,9,0,12.83,1,452300.0
2978.0,1,4.0,1957,500.0,1.0,Lakeside,8,1,1.19,1,761400.0
2260.0,4,1.5,1987,500.0,2.0,Suburb,3,0,2.01,2,382800.0
1434.0,4,2.5,2005,8771.0,2.0,Suburb,2,1,6.89,3,355500.0
2211.0,3,2.0,1996,4653.0,2.0,Suburb,8,1,2.46,1,477000.0
2432.0,2,2.0,1959,5134.0,1.0,Downtown,5,0,8.66,2,558500.0
2204.0,4,2.0,1998,6587.0,2.0,Suburb,9,0,7.49,1,486300.0
779.0,3,4.0,1990,5085.0,1.0,Downtown,1,0,0.92,2,315200.0
1327.0,4,1.0,1979,4853.0,0.0,Hillview,10,0,8.54,2,374600.0
1639.0,4,2.5,1954,6986.0,2.0,Uptown,3,0,20.61,2,354200.0
1752.0,4,1.0,2020,2261.0,1.0,Lakeside,5,0,1.41,1,567200.0
2203.0,3,1.5,1980,8900.0,2.0,Uptown,2,0,7.27,2,466700.0
1916.0,2,2.0,2001,5424.0,0.0,Downtown,3,0,3.35,2,471400.0
932.0,4,2.5,1972,3486.0,1.0,Hillview,4,0,4.92,1,269500.0
2047.0,4,2.0,1997,3149.0,3.0,Lakeside,4,0,2.71,1,570700.0
2197.0,4,2.0,1989,6107.0,2.0,Suburb,9,0,3.5,2,448200.0
2164.0,2,1.0,1955,5234.0,2.0,Downtown,1,1,0.5,2,492500.0
2503.0,2,2.0,1987,2128.0,2.0,Uptown,9,0,31.94,1,528800.0
2342.0,5,4.0,1990,4495.0,2.0,Uptown,9,0,7.84,2,615000.0
2098.0,4,3.5,1976,3977.0,2.0,Lakeside,6,0,5.56,3,633100.0
1754.0,5,2.0,2018,9155.0,2.0,Downtown,1,0,3.87,1,499800.0
720.0,4,2.5,2006,6326.0,1.0,Downtown,6,0,6.2,2,342800.0
2079.0,3,3.5,1966,9923.0,1.0,Rural,8,1,3.83,1,336000.0
1935.0,4,1.0,2020,4225.0,2.0,Uptown,5,0,3.57,1,477600.0
1977.0,5,3.0,1996,5272.0,1.0,Downtown,5,0,4.99,1,550600.0
970.0,3,3.5,1962,6966.0,1.0,Suburb,1,0,2.58,2,248500.0
1097.0,4,1.0,1960,7510.0,1.0,Rural,1,0,1.59,2,176300.0
2485.0,2,1.5,1973,7802.0,1.0,Uptown,8,0,6.51,1,543800.0
1774.0,3,4.0,2022,3780.0,0.0,Suburb,5,0,14.8,2,384200.0
2243.0,4,2.5,1953,3851.0,0.0,Suburb,8,0,1.33,2,444300.0
1818.0,3,1.0,1995,5111.0,1.0,Lakeside,10,0,0.5,1,600600.0
1819.0,2,2.0,1967,9702.0,1.0,Hillview,2,0,2.27,2,408800.0
2410.0,3,2.0,1992,,2.0,Suburb,4,0,31.19,2,417800.0
1465.0,2,2.5,1982,4683.0,1.0,Suburb,10,0,14.12,2,326300.0
1862.0,2,3.0,1959,7825.0,3.0,Hillview,9,0,7.25,2,440000.0
1500.0,3,4.0,2022,7691.0,2.0,Suburb,3,0,21.19,1,338700.0
1518.0,5,2.0,2008,7389.0,2.0,Uptown,6,0,4.71,2,443100.0
1599.0,3,2.5,1980,6202.0,2.0,Uptown,7,0,32.73,1,408100.0
1944.0,2,2.5,1977,3337.0,1.0,Suburb,3,0,2.81,2,363400.0
1489.0,2,2.0,2009,4273.0,0.0,Uptown,1,0,2.2,3,342100.0
2616.0,4,1.5,1952,8816.0,3.0,Uptown,2,0,8.13,1,546500.0
1219.0,3,4.0,2004,7934.0,1.0,Rural,10,0,3.8,2,313100.0
1679.0,4,3.5,1963,2663.0,3.0,Downtown,7,0,7.88,2,487800.0
1514.0,4,2.0,2007,8174.0,2.0,Hillview,7,1,2.91,2,414500.0
2741.0,4,2.5,1964,9272.0,1.0,Suburb,1,1,7.7,1,484200.0
1928.0,3,2.0,1951,6135.0,2.0,Uptown,10,0,2.58,3,524700.0
2471.0,4,2.5,1973,7066.0,2.0,Lakeside,7,0,0.5,2,717500.0
834.0,3,2.5,2013,8529.0,0.0,Suburb,10,0,19.46,1,295000.0
1974.0,5,2.5,2020,4261.0,1.0,Lakeside,6,0,17.18,1,595600.0
2378.0,4,4.0,1973,11824.0,2.0,Hillview,6,0,28.27,2,523800.0
1853.0,3,2.5,1976,9058.0,2.0,Suburb,7,1,10.09,1,416600.0
2493.0,3,2.0,1986,7310.0,1.0,Suburb,7,0,9.18,1,486600.0
1464.0,2,3.0,1988,5914.0,1.0,Hillview,1,0,6.55,2,310700.0
2716.0,4,1.5,2012,7237.0,,Downtown,10,0,1.08,2,755400.0
3294.0,2,2.0,1975,2099.0,2.0,Downtown,5,0,1.68,2,734300.0
1564.0,3,2.0,2014,11205.0,2.0,Hillview,8,0,2.73,1,444100.0
1510.0,3,2.0,1953,8822.0,3.0,Lakeside,8,0,17.67,2,519600.0
2745.0,4,3.0,1978,9660.0,1.0,Hillview,3,0,1.52,3,559200.0
2827.0,4,2.0,1950,6077.0,2.0,Downtown,3,0,20.5,1,595600.0
1460.0,4,3.0,1999,5099.0,2.0,Downtown,7,0,5.92,2,486400.0
1527.0,4,2.5,1960,4314.0,2.0,Downtown,4,0,10.06,3,426800.0
1617.0,2,2.0,2023,8034.0,1.0,Uptown,6,1,0.93,2,449100.0
926.0,2,3.0,2008,4719.0,1.0,Uptown,9,0,2.51,2,341300.0
1203.0,4,2.0,2011,5532.0,2.0,Suburb,10,0,25.46,1,357600.0
1147.0,3,2.0,1985,7366.0,1.0,Downtown,2,0,2.48,2,328200.0
1301.0,3,2.5,2005,4352.0,3.0,Uptown,2,0,2.81,2,402300.0
1777.0,1,2.0,1970,,1.0,Rural,6,0,1.76,2,261200.0
1952.0,3,1.0,1962,5956.0,1.0,Downtown,3,0,1.11,3,469900.0
2808.0,1,2.5,1958,2230.0,0.0,Hillview,1,0,2.12,1,422700.0
1151.0,5,2.5,1960,4325.0,2.0,Downtown,2,0,8.23,1,365000.0
2440.0,2,2.0,2019,9270.0,3.0,Uptown,7,0,4.86,1,583600.0
1661.0,3,4.0,1950,3657.0,2.0,Lakeside,4,0,6.46,2,502100.0
1768.0,1,2.5,2019,8235.0,3.0,Rural,2,1,1.04,1,270200.0
2239.0,4,3.5,2005,6304.0,1.0,Suburb,8,1,12.96,2,497200.0
1070.0,3,1.5,1980,,0.0,Suburb,4,1,12.26,1,240600.0
2049.0,5,2.5,1986,12281.0,2.0,Lakeside,4,0,0.5,2,641000.0
1908.0,5,3.5,1996,2789.0,3.0,Suburb,2,1,3.87,1,417000.0
2120.0,3,2.5,1996,4150.0,2.0,Uptown,1,0,0.57,2,490700.0
1988.0,5,3.0,2018,5941.0,2.0,Hillview,1,0,12.57,2,449300.0
3396.0,6,2.0,2007,,1.0,Hillview,3,0,10.69,3,651000.0
1385.0,4,1.0,1985,5947.0,1.0,Rural,6,0,18.58,2,228800.0
1455.0,4,2.0,1981,,3.0,Lakeside,7,0,2.16,1,534300.0
1395.0,2,2.0,2013,5160.0,1.0,Hillview,9,0,4.87,1,402700.0
1439.0,3,3.5,2020,6897.0,1.0,Suburb,5,0,1.63,3,356000.0
1386.0,2,2.0,1991,5315.0,2.0,Suburb,9,0,3.71,2,370600.0
2573.0,2,4.0,1997,7738.0,1.0,Downtown,8,0,5.91,1,669400.0
2723.0,6,4.0,2023,7935.0,2.0,Downtown,1,0,0.5,2,718900.0
1429.0,3,2.0,1979,5415.0,0.0,Lakeside,3,0,10.04,2,424700.0
1259.0,4,2.0,1970,3186.0,2.0,Rural,8,0,6.27,1,229500.0
2106.0,4,3.5,2009,,2.0,Lakeside,9,1,14.13,1,675400.0
1441.0,5,4.0,1962,9505.0,2.0,Lakeside,4,0,2.54,2,522100.0
2211.0,6,2.0,1950,3933.0,2.0,Uptown,6,0,18.69,1,446700.0
1932.0,2,2.0,2014,6835.0,1.0,Uptown,4,0,50.0,1,386000.0
815.0,1,2.5,1982,2986.0,2.0,Downtown,9,0,20.14,1,313100.0
2806.0,3,2.5,1987,3400.0,2.0,Lakeside,2,0,12.04,1,714300.0
2967.0,2,2.0,1974,9251.0,2.0,Suburb,6,0,13.39,2,527800.0
1402.0,1,3.0,1975,,1.0,Rural,3,1,6.82,1,230600.0
1548.0,3,1.0,2008,6872.0,0.0,Downtown,10,0,1.69,1,532100.0
1986.0,4,1.0,1982,500.0,1.0,Hillview,4,0,9.04,3,405400.0
2017.0,3,2.0,1990,4618.0,2.0,Hillview,2,0,9.98,1,376100.0
2228.0,3,2.0,1979,7517.0,0.0,Rural,8,0,33.81,1,289400.0
3107.0,4,2.0,2006,2377.0,3.0,Rural,10,0,6.23,2,459900.0
1685.0,2,2.0,1998,5115.0,2.0,Uptown,8,0,2.53,2,445300.0
1281.0,1,2.0,1997,7917.0,2.0,Suburb,1,0,9.21,2,273000.0
903.0,4,1.5,2021,2222.0,2.0,Suburb,10,0,31.05,1,296400.0
1325.0,4,2.0,1998,1802.0,1.0,Uptown,6,0,1.56,2,384700.0
1778.0,4,4.0,1996,2265.0,2.0,Downtown,1,0,3.16,2,493300.0
2966.0,1,2.0,2005,6836.0,2.0,Suburb,6,0,6.25,2,532400.0
1464.0,4,2.0,2014,4608.0,3.0,Suburb,7,0,1.49,1,390800.0
1945.0,4,2.5,1961,8195.0,3.0,Suburb,2,0,0.5,1,389000.0
1789.0,3,4.0,2018,6303.0,0.0,Downtown,9,0,3.29,2,590600.0
2572.0,4,2.0,1955,10701.0,1.0,Suburb,8,0,16.04,2,490600.0
3443.0,5,2.5,2014,2906.0,2.0,Suburb,9,0,0.5,2,602900.0
1455.0,3,3.0,1974,6829.0,2.0,Suburb,10,0,4.48,1,409300.0
1482.0,3,2.5,1950,4012.0,1.0,Uptown,4,0,11.49,1,345700.0
2479.0,6,1.0,1981,7501.0,1.0,Hillview,4,0,24.49,2,459900.0
2243.0,4,2.5,1952,6300.0,1.0,Downtown,8,0,33.86,2,564900.0
3000.0,3,1.0,1998,3517.0,2.0,Lakeside,1,0,4.39,1,684900.0
2180.0,4,2.5,1968,5607.0,3.0,Suburb,8,0,24.03,1,413000.0
1566.0,3,3.0,2009,6183.0,2.0,Rural,7,0,0.5,2,296200.0
2184.0,2,2.0,1978,4502.0,2.0,Rural,7,0,10.96,2,311500.0
2521.0,3,3.0,1999,7818.0,0.0,Rural,9,0,8.23,2,376400.0
2333.0,5,1.0,1951,3422.0,1.0,Uptown,10,0,2.3,2,578800.0
2130.0,5,3.0,2022,11228.0,2.0,Suburb,7,0,5.66,2,492100.0
2493.0,3,2.0,2005,8384.0,2.0,Suburb,2,0,1.11,1,445100.0
2560.0,3,2.0,1966,6872.0,1.0,Lakeside,1,0,16.42,2,569400.0
2698.0,2,1.5,2009,13113.0,2.0,Suburb,1,1,3.54,3,470500.0
2222.0,6,4.0,1985,5227.0,3.0,Downtown,7,0,7.87,3,675800.0
1691.0,6,1.0,2010,7528.0,3.0,Downtown,5,0,1.38,2,532700.0
1895.0,4,1.5,1966,6557.0,1.0,Suburb,4,0,1.85,1,359500.0
2584.0,4,2.0,1998,7994.0,0.0,Rural,5,0,38.58,2,328900.0
1269.0,4,2.5,2009,9740.0,1.0,Rural,10,1,11.19,2,295600.0
2040.0,3,2.5,1969,7372.0,,Suburb,10,0,26.16,2,426500.0
1544.0,2,1.5,1999,8604.0,3.0,Downtown,6,1,2.81,1,506200.0
1819.0,3,2.0,1952,4624.0,0.0,Uptown,10,0,1.44,3,484600.0
2631.0,4,2.0,1992,5485.0,0.0,Lakeside,6,0,5.59,2,739900.0
1924.0,4,2.0,2006,10096.0,3.0,Hillview,1,0,5.46,1,446300.0
1830.0,3,2.0,1999,,2.0,Hillview,2,0,1.54,1,391400.0
916.0,5,3.0,2017,6621.0,3.0,Hillview,3,0,10.57,2,347000.0
2285.0,2,2.0,1999,4117.0,1.0,Lakeside,4,0,3.59,2,576600.0
2220.0,3,2.0,1986,8416.0,2.0,Uptown,6,0,1.65,1,518600.0
3206.0,4,2.0,1995,4046.0,1.0,Downtown,9,0,3.23,2,796400.0
1600.0,4,4.0,1991,3310.0,1.0,Uptown,2,0,6.63,2,420700.0
1942.0,4,4.0,1964,6287.0,2.0,Downtown,8,0,10.37,2,596000.0
1962.0,3,3.0,1982,500.0,1.0,Lakeside,9,0,5.26,1,586200.0
2825.0,2,2.0,1960,7528.0,0.0,Suburb,2,0,5.97,2,427900.0
1738.0,4,1.0,1969,6942.0,3.0,Uptown,9,0,1.2,1,482900.0
1981.0,3,2.0,1973,5118.0,1.0,Downtown,7,0,19.69,1,503000.0
2195.0,2,2.0,2013,5345.0,2.0,Rural,9,1,21.13,1,355400.0
1921.0,4,2.5,2014,5702.0,1.0,Suburb,6,0,9.2,2,407600.0
1510.0,3,3.0,2022,4027.0,2.0,Suburb,2,0,0.5,1,332200.0
1926.0,4,3.5,1966,6461.0,1.0,Suburb,8,0,6.16,1,391800.0
2498.0,4,3.0,2010,5377.0,2.0,Downtown,10,0,7.94,1,725000.0
1133.0,2,2.0,1964,6281.0,0.0,Suburb,9,0,41.85,2,259400.0
1886.0,1,2.5,2000,5611.0,2.0,Suburb,8,0,44.31,3,322800.0
1345.0,4,2.0,1976,5119.0,2.0,Lakeside,2,0,15.59,3,419900.0
2577.0,4,1.0,2023,6696.0,1.0,Suburb,8,0,0.53,1,498000.0
810.0,4,3.0,2010,7953.0,1.0,Suburb,3,0,24.51,1,254600.0
1437.0,4,1.0,2007,4688.0,3.0,Hillview,3,1,7.59,1,361000.0
2045.0,4,2.0,1980,6989.0,3.0,Rural,9,0,12.91,2,319200.0
2818.0,6,2.0,1961,7299.0,0.0,Suburb,9,0,4.18,1,561700.0
1757.0,3,2.5,1995,2790.0,1.0,Suburb,9,0,3.08,1,425300.0
1439.0,3,3.0,1980,8441.0,1.0,Lakeside,4,0,4.98,2,476600.0
3023.0,3,2.0,1981,11141.0,1.0,Suburb,7,0,1.27,1,551900.0
859.0,2,3.0,1981,5780.0,3.0,Suburb,8,0,3.53,1,285400.0
400.0,3,2.0,2002,5572.0,2.0,Lakeside,5,0,15.59,1,253500.0
2086.0,3,2.0,2010,5467.0,2.0,Downtown,1,1,0.5,1,562500.0
1474.0,5,3.0,1995,7552.0,3.0,Lakeside,9,0,1.31,2,593900.0
1136.0,3,2.5,2023,7277.0,2.0,Suburb,6,0,1.07,3,363300.0
2260.0,3,4.0,1956,2023.0,2.0,Rural,3,0,4.13,1,316500.0
1958.0,3,2.0,1953,3835.0,1.0,Lakeside,3,0,46.44,1,427500.0
1433.0,2,2.5,2001,7268.0,1.0,Suburb,10,0,1.52,3,384700.0
968.0,1,2.5,1980,5637.0,2.0,Lakeside,1,0,1.26,2,344000.0
2367.0,3,3.5,1985,3085.0,0.0,Hillview,8,1,19.73,1,486100.0
2223.0,2,1.5,2003,9751.0,1.0,Suburb,2,0,17.1,2,406000.0
1736.0,4,3.0,2003,4001.0,1.0,Hillview,1,0,0.5,1,384500.0
3000.0,5,2.5,1966,6089.0,0.0,Downtown,7,0,11.15,2,738200.0
1104.0,5,2.0,1979,5571.0,2.0,Lakeside,9,0,8.52,3,487100.0
808.0,4,2.0,1971,3303.0,2.0,Suburb,6,0,11.68,2,250900.0
1350.0,2,2.0,1992,6462.0,1.0,Suburb,8,0,5.46,2,340600.0
1770.0,5,2.5,1976,6980.0,1.0,Suburb,8,1,38.03,1,392100.0
1958.0,5,3.5,1986,4831.0,2.0,Suburb,9,0,0.5,2,497400.0
1643.0,2,2.5,1995,5160.0,1.0,Suburb,7,0,2.14,2,361700.0
2029.0,4,2.5,1984,7501.0,2.0,Hillview,9,0,4.04,2,499400.0
986.0,3,2.5,1953,1062.0,2.0,Lakeside,9,0,4.78,1,410400.0
2738.0,4,1.0,1975,3887.0,1.0,Downtown,1,0,20.34,2,510900.0
1747.0,6,2.0,1968,6534.0,2.0,Downtown,6,0,6.57,2,518300.0
2526.0,1,2.0,1994,4683.0,2.0,Lakeside,8,0,0.5,1,677900.0
2023.0,5,2.0,1975,4647.0,,Suburb,10,0,4.19,1,482700.0
2097.0,4,1.5,1971,,0.0,Downtown,9,0,4.31,1,584800.0
2170.0,6,2.5,2007,4417.0,3.0,Rural,4,0,26.93,2,328300.0
2091.0,3,2.0,2012,10948.0,1.0,Suburb,2,0,7.31,2,373600.0
2218.0,4,2.0,1977,1614.0,2.0,Suburb,9,0,8.08,2,445700.0
2664.0,2,2.0,2014,500.0,2.0,Uptown,9,0,9.99,1,608700.0
1928.0,3,1.5,1993,8197.0,1.0,Uptown,8,0,11.76,3,536500.0
2261.0,2,3.5,1992,3540.0,1.0,Downtown,3,0,8.06,2,536100.0
1742.0,6,3.5,1986,3582.0,2.0,Hillview,5,0,2.17,1,408600.0
2736.0,4,3.0,2015,8462.0,2.0,Rural,2,0,16.57,1,348500.0
1360.0,5,1.5,1966,4757.0,2.0,Suburb,3,0,10.54,1,274900.0
2971.0,5,3.0,1989,8276.0,3.0,Suburb,1,0,10.83,3,505100.0
1774.0,2,3.0,1987,4474.0,2.0,Downtown,4,0,45.37,1,434000.0
870.0,3,3.0,2010,6906.0,1.0,Suburb,5,0,12.98,1,274700.0
1883.0,2,1.5,1958,4721.0,3.0,Downtown,2,1,14.14,1,428100.0
1357.0,2,2.5,2010,3700.0,2.0,Suburb,3,0,24.19,2,308400.0
2346.0,2,3.0,1965,10327.0,3.0,Downtown,6,0,1.31,1,658400.0
1376.0,3,2.5,1951,8791.0,2.0,Uptown,6,1,5.51,1,376600.0
